,country,year,sex,age,suicides_no,population,suicides_per_100k_pop,gdp_per_capita_usd,generation,country_code_name,continent,sub_region,demo_group
12172,Ireland,1994,female,25-34 years,9,256100,3.51,17188,Boomers,IRL,Europe,Northern Europe,female : 25-34 years
12173,Ireland,1994,female,75+ years,3,103200,2.91,17188,G.I. Generation,IRL,Europe,Northern Europe,female : 75+ years
12174,Ireland,1994,male,05-14 years,2,328300,0.61,17188,Millenials,IRL,Europe,Northern Europe,male : 05-14 years
12176,Ireland,1995,male,25-34 years,67,253100,26.47,20689,Generation X,IRL,Europe,Northern Europe,male : 25-34 years
12177,Ireland,1995,male,35-54 years,111,444400,24.98,20689,Boomers,IRL,Europe,Northern Europe,male : 35-54 years
12178,Ireland,1995,male,15-24 years,76,319400,23.79,20689,Generation X,IRL,Europe,Northern Europe,male : 15-24 years
12179,Ireland,1995,male,75+ years,14,66000,21.21,20689,G.I. Generation,IRL,Europe,Northern Europe,male : 75+ years
12180,Ireland,1995,male,55-74 years,48,254200,18.88,20689,Silent,IRL,Europe,Northern Europe,male : 55-74 years
12181,Ireland,1995,female,25-34 years,20,259200,7.72,20689,Generation X,IRL,Europe,Northern Europe,female : 25-34 years
12182,Ireland,1995,female,35-54 years,34,441600,7.7,20689,Boomers,IRL,Europe,Northern Europe,female : 35-54 years
12183,Ireland,1995,female,55-74 years,13,273900,4.75,20689,Silent,IRL,Europe,Northern Europe,female : 55-74 years
12184,Ireland,1995,female,15-24 years,11,306300,3.59,20689,Generation X,IRL,Europe,Northern Europe,female : 15-24 years
12185,Ireland,1995,female,75+ years,3,105500,2.84,20689,G.I. Generation,IRL,Europe,Northern Europe,female : 75+ years
12186,Ireland,1995,male,05-14 years,4,319700,1.25,20689,Millenials,IRL,Europe,Northern Europe,male : 05-14 years
12187,Ireland,1995,female,05-14 years,2,302600,0.66,20689,Millenials,IRL,Europe,Northern Europe,female : 05-14 years
12188,Ireland,1996,male,25-34 years,89,257100,34.62,22478,Generation X,IRL,Europe,Northern Europe,male : 25-34 years
12189,Ireland,1996,male,15-24 years,82,323100,25.38,22478,Generation X,IRL,Europe,Northern Europe,male : 15-24 years
12190,Ireland,1996,male,35-54 years,111,454800,24.41,22478,Boomers,IRL,Europe,Northern Europe,male : 35-54 years
12191,Ireland,1996,male,75+ years,15,66900,22.42,22478,G.I. Generation,IRL,Europe,Northern Europe,male : 75+ years
12192,Ireland,1996,male,55-74 years,44,256900,17.13,22478,Silent,IRL,Europe,Northern Europe,male : 55-74 years
12193,Ireland,1996,female,25-34 years,15,262900,5.71,22478,Generation X,IRL,Europe,Northern Europe,female : 25-34 years
12194,Ireland,1996,female,35-54 years,24,453300,5.29,22478,Boomers,IRL,Europe,Northern Europe,female : 35-54 years
12195,Ireland,1996,female,15-24 years,14,309800,4.52,22478,Generation X,IRL,Europe,Northern Europe,female : 15-24 years
12196,Ireland,1996,female,55-74 years,8,274300,2.92,22478,Silent,IRL,Europe,Northern Europe,female : 55-74 years
12197,Ireland,1996,female,75+ years,2,107700,1.86,22478,G.I. Generation,IRL,Europe,Northern Europe,female : 75+ years
12198,Ireland,1996,male,05-14 years,4,312700,1.28,22478,Millenials,IRL,Europe,Northern Europe,male : 05-14 years
12200,Ireland,1997,male,15-24 years,105,327450,32.07,24259,Generation X,IRL,Europe,Northern Europe,male : 15-24 years
12201,Ireland,1997,male,25-34 years,80,261887,30.55,24259,Generation X,IRL,Europe,Northern Europe,male : 25-34 years
12202,Ireland,1997,male,35-54 years,126,467626,26.94,24259,Boomers,IRL,Europe,Northern Europe,male : 35-54 years
12203,Ireland,1997,male,55-74 years,49,260486,18.81,24259,Silent,IRL,Europe,Northern Europe,male : 55-74 years
12204,Ireland,1997,male,75+ years,12,67496,17.78,24259,G.I. Generation,IRL,Europe,Northern Europe,male : 75+ years
12205,Ireland,1997,female,55-74 years,23,276097,8.33,24259,Silent,IRL,Europe,Northern Europe,female : 55-74 years
12206,Ireland,1997,female,35-54 years,33,466997,7.07,24259,Boomers,IRL,Europe,Northern Europe,female : 35-54 years
12207,Ireland,1997,female,15-24 years,19,313447,6.06,24259,Generation X,IRL,Europe,Northern Europe,female : 15-24 years
12208,Ireland,1997,female,25-34 years,12,267638,4.48,24259,Generation X,IRL,Europe,Northern Europe,female : 25-34 years
12209,Ireland,1997,female,75+ years,3,109207,2.75,24259,G.I. Generation,IRL,Europe,Northern Europe,female : 75+ years
12210,Ireland,1997,male,05-14 years,4,305770,1.31,24259,Millenials,IRL,Europe,Northern Europe,male : 05-14 years
12212,Ireland,1998,male,25-34 years,106,268458,39.48,26115,Generation X,IRL,Europe,Northern Europe,male : 25-34 years
12213,Ireland,1998,male,15-24 years,112,328079,34.14,26115,Generation X,IRL,Europe,Northern Europe,male : 15-24 years
12214,Ireland,1998,male,35-54 years,140,479431,29.2,26115,Boomers,IRL,Europe,Northern Europe,male : 35-54 years
12215,Ireland,1998,male,55-74 years,55,264994,20.76,26115,Silent,IRL,Europe,Northern Europe,male : 55-74 years
12216,Ireland,1998,male,75+ years,11,68586,16.04,26115,G.I. Generation,IRL,Europe,Northern Europe,male : 75+ years
12217,Ireland,1998,female,35-54 years,34,479738,7.09,26115,Boomers,IRL,Europe,Northern Europe,female : 35-54 years
12218,Ireland,1998,female,55-74 years,12,279666,4.29,26115,Silent,IRL,Europe,Northern Europe,female : 55-74 years
12219,Ireland,1998,female,15-24 years,13,314723,4.13,26115,Generation X,IRL,Europe,Northern Europe,female : 15-24 years
12220,Ireland,1998,female,25-34 years,10,271872,3.68,26115,Generation X,IRL,Europe,Northern Europe,female : 25-34 years
12221,Ireland,1998,female,75+ years,3,111741,2.68,26115,G.I. Generation,IRL,Europe,Northern Europe,female : 75+ years
12222,Ireland,1998,female,05-14 years,1,283607,0.35,26115,Millenials,IRL,Europe,Northern Europe,female : 05-14 years
12223,Ireland,1998,male,05-14 years,1,298520,0.33,26115,Millenials,IRL,Europe,Northern Europe,male : 05-14 years
12224,Ireland,1999,male,25-34 years,82,274372,29.89,28344,Generation X,IRL,Europe,Northern Europe,male : 25-34 years
12225,Ireland,1999,male,15-24 years,86,327454,26.26,28344,Generation X,IRL,Europe,Northern Europe,male : 15-24 years
12226,Ireland,1999,male,55-74 years,58,270407,21.45,28344,Silent,IRL,Europe,Northern Europe,male : 55-74 years
12227,Ireland,1999,male,35-54 years,104,490716,21.19,28344,Boomers,IRL,Europe,Northern Europe,male : 35-54 years
12228,Ireland,1999,male,75+ years,10,68952,14.5,28344,G.I. Generation,IRL,Europe,Northern Europe,male : 75+ years
12229,Ireland,1999,female,55-74 years,18,283198,6.36,28344,Silent,IRL,Europe,Northern Europe,female : 55-74 years
12230,Ireland,1999,female,25-34 years,15,277242,5.41,28344,Generation X,IRL,Europe,Northern Europe,female : 25-34 years
12231,Ireland,1999,female,15-24 years,17,315004,5.4,28344,Generation X,IRL,Europe,Northern Europe,female : 15-24 years
12232,Ireland,1999,female,35-54 years,26,490684,5.3,28344,Boomers,IRL,Europe,Northern Europe,female : 35-54 years
12233,Ireland,1999,female,75+ years,5,113032,4.42,28344,G.I. Generation,IRL,Europe,Northern Europe,female : 75+ years
12234,Ireland,1999,male,05-14 years,2,292740,0.68,28344,Millenials,IRL,Europe,Northern Europe,male : 05-14 years
12235,Ireland,1999,female,05-14 years,1,278070,0.36,28344,Millenials,IRL,Europe,Northern Europe,female : 05-14 years
12236,Ireland,2000,male,25-34 years,99,283528,34.92,28340,Generation X,IRL,Europe,Northern Europe,male : 25-34 years
12237,Ireland,2000,male,35-54 years,138,501834,27.5,28340,Boomers,IRL,Europe,Northern Europe,male : 35-54 years
12238,Ireland,2000,male,15-24 years,85,326264,26.05,28340,Generation X,IRL,Europe,Northern Europe,male : 15-24 years
12239,Ireland,2000,male,55-74 years,51,276475,18.45,28340,Silent,IRL,Europe,Northern Europe,male : 55-74 years
12240,Ireland,2000,male,75+ years,7,69695,10.04,28340,G.I. Generation,IRL,Europe,Northern Europe,male : 75+ years
12241,Ireland,2000,female,35-54 years,37,502942,7.36,28340,Boomers,IRL,Europe,Northern Europe,female : 35-54 years
12242,Ireland,2000,female,15-24 years,21,314968,6.67,28340,Generation X,IRL,Europe,Northern Europe,female : 15-24 years
12243,Ireland,2000,female,75+ years,5,114383,4.37,28340,G.I. Generation,IRL,Europe,Northern Europe,female : 75+ years
12244,Ireland,2000,female,55-74 years,10,288075,3.47,28340,Silent,IRL,Europe,Northern Europe,female : 55-74 years
12245,Ireland,2000,female,25-34 years,9,283371,3.18,28340,Generation X,IRL,Europe,Northern Europe,female : 25-34 years
12246,Ireland,2000,male,05-14 years,1,287937,0.35,28340,Millenials,IRL,Europe,Northern Europe,male : 05-14 years
12248,Ireland,2001,male,25-34 years,104,295410,35.21,30536,Generation X,IRL,Europe,Northern Europe,male : 25-34 years
12249,Ireland,2001,male,15-24 years,89,324752,27.41,30536,Millenials,IRL,Europe,Northern Europe,male : 15-24 years
12250,Ireland,2001,male,35-54 years,139,512042,27.15,30536,Boomers,IRL,Europe,Northern Europe,male : 35-54 years
12251,Ireland,2001,male,55-74 years,66,285022,23.16,30536,Silent,IRL,Europe,Northern Europe,male : 55-74 years
12252,Ireland,2001,male,75+ years,9,70956,12.68,30536,Silent,IRL,Europe,Northern Europe,male : 75+ years
12253,Ireland,2001,female,35-54 years,34,512762,6.63,30536,Boomers,IRL,Europe,Northern Europe,female : 35-54 years
12254,Ireland,2001,female,55-74 years,18,295191,6.1,30536,Silent,IRL,Europe,Northern Europe,female : 55-74 years
12255,Ireland,2001,female,15-24 years,14,313247,4.47,30536,Millenials,IRL,Europe,Northern Europe,female : 15-24 years
12256,Ireland,2001,female,25-34 years,11,294059,3.74,30536,Generation X,IRL,Europe,Northern Europe,female : 25-34 years
12257,Ireland,2001,female,75+ years,2,116212,1.72,30536,Silent,IRL,Europe,Northern Europe,female : 75+ years
12258,Ireland,2001,male,05-14 years,2,284509,0.7,30536,Millenials,IRL,Europe,Northern Europe,male : 05-14 years
12260,Ireland,2002,male,25-34 years,100,308477,32.42,35154,Generation X,IRL,Europe,Northern Europe,male : 25-34 years
12261,Ireland,2002,male,15-24 years,89,325705,27.33,35154,Millenials,IRL,Europe,Northern Europe,male : 15-24 years
12262,Ireland,2002,male,55-74 years,62,294395,21.06,35154,Silent,IRL,Europe,Northern Europe,male : 55-74 years
12263,Ireland,2002,male,35-54 years,109,521397,20.91,35154,Boomers,IRL,Europe,Northern Europe,male : 35-54 years
12264,Ireland,2002,male,75+ years,7,72146,9.7,35154,Silent,IRL,Europe,Northern Europe,male : 75+ years
12265,Ireland,2002,female,25-34 years,19,308892,6.15,35154,Generation X,IRL,Europe,Northern Europe,female : 25-34 years
12266,Ireland,2002,female,35-54 years,29,521940,5.56,35154,Boomers,IRL,Europe,Northern Europe,female : 35-54 years
12267,Ireland,2002,female,55-74 years,14,302754,4.62,35154,Silent,IRL,Europe,Northern Europe,female : 55-74 years
12268,Ireland,2002,female,15-24 years,14,315817,4.43,35154,Millenials,IRL,Europe,Northern Europe,female : 15-24 years
12269,Ireland,2002,female,75+ years,3,118252,2.54,35154,Silent,IRL,Europe,Northern Europe,female : 75+ years
12270,Ireland,2002,female,05-14 years,2,267794,0.75,35154,Millenials,IRL,Europe,Northern Europe,female : 05-14 years
12271,Ireland,2002,male,05-14 years,1,282004,0.35,35154,Millenials,IRL,Europe,Northern Europe,male : 05-14 years
12272,Ireland,2003,male,15-24 years,93,325589,28.56,44473,Millenials,IRL,Europe,Northern Europe,male : 15-24 years
12273,Ireland,2003,male,35-54 years,135,529155,25.51,44473,Boomers,IRL,Europe,Northern Europe,male : 35-54 years
12274,Ireland,2003,male,25-34 years,61,316763,19.26,44473,Generation X,IRL,Europe,Northern Europe,male : 25-34 years
12275,Ireland,2003,male,55-74 years,57,304682,18.71,44473,Silent,IRL,Europe,Northern Europe,male : 55-74 years
12276,Ireland,2003,male,75+ years,10,73562,13.59,44473,Silent,IRL,Europe,Northern Europe,male : 75+ years
12277,Ireland,2003,female,35-54 years,37,530989,6.97,44473,Boomers,IRL,Europe,Northern Europe,female : 35-54 years
12278,Ireland,2003,female,55-74 years,21,311239,6.75,44473,Silent,IRL,Europe,Northern Europe,female : 55-74 years
12279,Ireland,2003,female,25-34 years,16,315513,5.07,44473,Generation X,IRL,Europe,Northern Europe,female : 25-34 years
12280,Ireland,2003,female,15-24 years,15,317275,4.73,44473,Millenials,IRL,Europe,Northern Europe,female : 15-24 years
12281,Ireland,2003,female,75+ years,5,120328,4.16,44473,Silent,IRL,Europe,Northern Europe,female : 75+ years
12282,Ireland,2003,female,05-14 years,2,267103,0.75,44473,Millenials,IRL,Europe,Northern Europe,female : 05-14 years
12283,Ireland,2003,male,05-14 years,2,281881,0.71,44473,Millenials,IRL,Europe,Northern Europe,male : 05-14 years
12284,Ireland,2004,male,35-54 years,152,539660,28.17,51662,Boomers,IRL,Europe,Northern Europe,male : 35-54 years
12285,Ireland,2004,male,15-24 years,86,324349,26.51,51662,Millenials,IRL,Europe,Northern Europe,male : 15-24 years
12286,Ireland,2004,male,25-34 years,84,325356,25.82,51662,Generation X,IRL,Europe,Northern Europe,male : 25-34 years
12287,Ireland,2004,male,55-74 years,60,313994,19.11,51662,Silent,IRL,Europe,Northern Europe,male : 55-74 years
12288,Ireland,2004,male,75+ years,7,75345,9.29,51662,Silent,IRL,Europe,Northern Europe,male : 75+ years
12289,Ireland,2004,female,35-54 years,31,539721,5.74,51662,Boomers,IRL,Europe,Northern Europe,female : 35-54 years
12290,Ireland,2004,female,55-74 years,18,319814,5.63,51662,Silent,IRL,Europe,Northern Europe,female : 55-74 years
12291,Ireland,2004,female,25-34 years,15,324860,4.62,51662,Generation X,IRL,Europe,Northern Europe,female : 25-34 years
12292,Ireland,2004,female,15-24 years,8,315174,2.54,51662,Millenials,IRL,Europe,Northern Europe,female : 15-24 years
12293,Ireland,2004,female,75+ years,2,122315,1.64,51662,Silent,IRL,Europe,Northern Europe,female : 75+ years
12294,Ireland,2004,male,05-14 years,1,283674,0.35,51662,Millenials,IRL,Europe,Northern Europe,male : 05-14 years
12296,Ireland,2005,male,25-34 years,86,344139,24.99,55213,Generation X,IRL,Europe,Northern Europe,male : 25-34 years
12297,Ireland,2005,male,15-24 years,80,322805,24.78,55213,Millenials,IRL,Europe,Northern Europe,male : 15-24 years
12298,Ireland,2005,male,35-54 years,134,552960,24.23,55213,Boomers,IRL,Europe,Northern Europe,male : 35-54 years
12299,Ireland,2005,male,55-74 years,59,323255,18.25,55213,Silent,IRL,Europe,Northern Europe,male : 55-74 years
12300,Ireland,2005,female,25-34 years,21,337499,6.22,55213,Generation X,IRL,Europe,Northern Europe,female : 25-34 years
12301,Ireland,2005,female,15-24 years,18,314542,5.72,55213,Millenials,IRL,Europe,Northern Europe,female : 15-24 years
12302,Ireland,2005,female,55-74 years,17,329510,5.16,55213,Silent,IRL,Europe,Northern Europe,female : 55-74 years
12303,Ireland,2005,female,35-54 years,27,550357,4.91,55213,Boomers,IRL,Europe,Northern Europe,female : 35-54 years
12304,Ireland,2005,female,75+ years,4,124661,3.21,55213,Silent,IRL,Europe,Northern Europe,female : 75+ years
12305,Ireland,2005,male,75+ years,2,77704,2.57,55213,Silent,IRL,Europe,Northern Europe,male : 75+ years
12306,Ireland,2005,male,05-14 years,2,285659,0.7,55213,Millenials,IRL,Europe,Northern Europe,male : 05-14 years
12307,Ireland,2005,female,05-14 years,1,270266,0.37,55213,Millenials,IRL,Europe,Northern Europe,female : 05-14 years
12308,Ireland,2006,male,15-24 years,87,321007,27.1,58941,Millenials,IRL,Europe,Northern Europe,male : 15-24 years
12309,Ireland,2006,male,25-34 years,86,366739,23.45,58941,Generation X,IRL,Europe,Northern Europe,male : 25-34 years
12310,Ireland,2006,male,35-54 years,125,577782,21.63,58941,Boomers,IRL,Europe,Northern Europe,male : 35-54 years
12311,Ireland,2006,male,55-74 years,61,332939,18.32,58941,Silent,IRL,Europe,Northern Europe,male : 55-74 years
12312,Ireland,2006,male,75+ years,11,79660,13.81,58941,Silent,IRL,Europe,Northern Europe,male : 75+ years
12313,Ireland,2006,female,55-74 years,18,336664,5.35,58941,Silent,IRL,Europe,Northern Europe,female : 55-74 years
12314,Ireland,2006,female,35-54 years,30,567465,5.29,58941,Boomers,IRL,Europe,Northern Europe,female : 35-54 years
12315,Ireland,2006,female,15-24 years,16,311725,5.13,58941,Millenials,IRL,Europe,Northern Europe,female : 15-24 years
12316,Ireland,2006,female,25-34 years,12,355700,3.37,58941,Generation X,IRL,Europe,Northern Europe,female : 25-34 years
12317,Ireland,2006,female,75+ years,2,125700,1.59,58941,Silent,IRL,Europe,Northern Europe,female : 75+ years
12318,Ireland,2006,female,05-14 years,2,273709,0.73,58941,Millenials,IRL,Europe,Northern Europe,female : 05-14 years
12319,Ireland,2006,male,05-14 years,2,288488,0.69,58941,Millenials,IRL,Europe,Northern Europe,male : 05-14 years
12320,Ireland,2007,male,15-24 years,76,320350,23.72,67032,Millenials,IRL,Europe,Northern Europe,male : 15-24 years
12321,Ireland,2007,male,25-34 years,91,387302,23.5,67032,Generation X,IRL,Europe,Northern Europe,male : 25-34 years
12322,Ireland,2007,male,35-54 years,119,590396,20.16,67032,Boomers,IRL,Europe,Northern Europe,male : 35-54 years
12323,Ireland,2007,male,55-74 years,61,338808,18.0,67032,Silent,IRL,Europe,Northern Europe,male : 55-74 years
12324,Ireland,2007,male,75+ years,8,81128,9.86,67032,Silent,IRL,Europe,Northern Europe,male : 75+ years
12325,Ireland,2007,female,35-54 years,45,579555,7.76,67032,Boomers,IRL,Europe,Northern Europe,female : 35-54 years
12326,Ireland,2007,female,25-34 years,19,375744,5.06,67032,Generation X,IRL,Europe,Northern Europe,female : 25-34 years
12327,Ireland,2007,female,15-24 years,15,313405,4.79,67032,Millenials,IRL,Europe,Northern Europe,female : 15-24 years
12328,Ireland,2007,female,55-74 years,13,341816,3.8,67032,Silent,IRL,Europe,Northern Europe,female : 55-74 years
12329,Ireland,2007,male,05-14 years,7,292637,2.39,67032,Generation Z,IRL,Europe,Northern Europe,male : 05-14 years
12330,Ireland,2007,female,75+ years,3,126722,2.37,67032,Silent,IRL,Europe,Northern Europe,female : 75+ years
12331,Ireland,2007,female,05-14 years,1,278844,0.36,67032,Generation Z,IRL,Europe,Northern Europe,female : 05-14 years
12332,Ireland,2008,male,25-34 years,100,394740,25.33,67173,Generation X,IRL,Europe,Northern Europe,male : 25-34 years
12333,Ireland,2008,male,35-54 years,142,602168,23.58,67173,Boomers,IRL,Europe,Northern Europe,male : 35-54 years
12334,Ireland,2008,male,15-24 years,69,310260,22.24,67173,Millenials,IRL,Europe,Northern Europe,male : 15-24 years
12335,Ireland,2008,male,55-74 years,66,348515,18.94,67173,Silent,IRL,Europe,Northern Europe,male : 55-74 years
12336,Ireland,2008,female,15-24 years,25,307663,8.13,67173,Millenials,IRL,Europe,Northern Europe,female : 15-24 years
12337,Ireland,2008,female,35-54 years,46,593336,7.75,67173,Boomers,IRL,Europe,Northern Europe,female : 35-54 years
12338,Ireland,2008,female,55-74 years,27,352281,7.66,67173,Silent,IRL,Europe,Northern Europe,female : 55-74 years
12339,Ireland,2008,male,75+ years,6,83406,7.19,67173,Silent,IRL,Europe,Northern Europe,male : 75+ years
12340,Ireland,2008,female,25-34 years,18,388880,4.63,67173,Generation X,IRL,Europe,Northern Europe,female : 25-34 years
